Column,Y_at_X=0
480,9.107880726361525
481,9.16315856116759
482,9.21843674714309
483,9.271926775357366
484,9.303974379902643
485,9.33602117125496
486,9.368068129876951
487,9.4501502739575
488,9.551750271201326
489,9.653350592657436
490,9.772015185954666
491,9.920775649489615
492,10.06953597348634
493,10.218173999997967
494,10.338682088754776
495,10.459189806522385
496,10.579698066056567
497,10.685637245391414
498,10.78362393853204
499,10.881610746224762
500,10.989946066899737
501,11.123681588233852
502,11.257417036996548
503,11.391152477388514
504,11.544458206543927
505,11.699188042595248
506,11.85391809846298
507,12.0016585011321
508,12.144230823703174
509,12.286802884183604
510,12.414925279000066
511,12.491137958498314
512,12.567350940367886
513,12.643563530859808
514,12.739482427524543
515,12.838590489732729
516,12.937698846575854
517,13.095595599129268
518,13.3113988427208
519,13.527202161503489
520,13.751675909576477
521,14.026469172915302
522,14.301262061477152
523,14.57605504143432
524,14.81742431699508
525,15.049926918210922
526,15.282429332696749
527,15.515500810867167
528,15.749315047771743
529,15.9831289051739
530,16.21378434569223
531,16.40685376778968
532,16.599923190132515
533,16.792992497836913
534,16.93690742335444
535,17.061837053194306
536,17.186766276061835
537,17.301947584017764
538,17.400201210852696
539,17.49845447913506
540,17.596771493773627
541,17.70159498181964
542,17.806418248996543
543,17.91124169771622
544,18.01930102280641
545,18.129071454426516
546,18.238841979092907
547,18.342909024627694
548,18.433595669866705
549,18.524282623732915
550,18.61496888891146
551,18.691948548554354
552,18.768111743821805
553,18.844275090883023
554,18.90452839896791
555,18.953681200257712
556,19.002833545002414
557,19.048848564147384
558,19.08462016007757
559,19.120391958935816
560,19.156163669351645
561,19.17956531071545
562,19.201283374360468
563,19.223001743949876
564,19.21381232201268
565,19.176800248492597
566,19.139788032250713
567,19.095531792987142
568,19.01655299874559
569,18.937574100093517
570,18.858595071748272
571,18.750113235797304
572,18.635123307627033
573,18.520133220684684
574,18.371309294140644
575,18.183755087257477
576,17.99620070428555
577,17.79724471256947
578,17.50931440060901
579,17.221384054857655
580,16.93345372449585
581,16.54041358060874
582,16.114411813106653
583,15.688409985657751
584,15.206713225860204
585,14.644643670527758
586,14.082573879948997
587,13.520236292608264
588,12.953527717396954
589,12.386819195262387
590,11.820110756177156
591,11.301827935533712
592,10.803656341877344
593,10.305485018914688
594,9.818288692201147
595,9.350965388615634
596,8.883642451446766
597,8.41661651288269
598,8.004205323414322
599,7.591794288216979
600,7.179383118366446
601,6.851325653791266
602,6.567606781485846
603,6.283887966668182
604,6.037521374129136
605,5.875881145739131
606,5.714241161799368
607,5.552600800328474
608,5.446468125697433
609,5.342834102111952
610,5.2392003572776265
611,5.152224759545005
612,5.075974389467185
613,4.999724138151042
614,4.9280706773919265
615,4.869485737181096
616,4.810900635774952
617,4.752315419015102
618,4.69761752650617
619,4.6432921092849195
620,4.588966384317738
621,4.536396691784955
622,4.4851755586635935
623,4.433954482207454
624,4.381451164539319
625,4.324370549269152
626,4.267289997025162
627,4.210209150490448
628,4.164787590896237
629,4.121065378639721
630,4.077343237468217
631,4.03857431028448
632,4.00424692518179
633,3.9699198449401845
634,3.9367784154201755
635,3.908958881861044
636,3.8811396005166374
637,3.853320217187338
638,3.817227149803934
639,3.7795323170899917
640,3.741837808401945
641,3.6990774382671074
642,3.651126720549304
643,3.603176743478279
644,3.553072380751902
645,3.4908264367067647
646,3.428580031849165
647,3.366334334132856
648,3.296512681115995
649,3.22489086093477
650,3.153268874079645
651,3.073888898796684
652,2.9856162051230704
653,2.8973437942696108
654,2.810908115525946
655,2.7373894509288195
656,2.6638708658733776
657,2.5903523755806477
658,2.5041729525772127
659,2.414499198315146
660,2.3248255014307677
661,2.256219456985943
662,2.214044108692318
663,2.171868962213988
664,2.1296750929873127
665,2.0873232877397876
666,2.044971182698895
667,2.002619117018669
668,1.977509610094136
669,1.9576902449755664
670,1.9378708922998251
671,1.9248675126577957
672,1.9210075000324942
673,1.9171473718249115
674,1.913652156298999
675,1.9138616902468806
676,1.914071078822716
677,1.9142805120357387
678,1.9066784313943723
679,1.8965123864149953
680,1.8863466408029212
681,1.874988093495349
682,1.861961002591691
683,1.8489341594494793
684,1.8341042855516807
685,1.798991931129127
686,1.7638792821560472
687,1.7287669911208796
688,1.6863047451650515
689,1.641354719717276
690,1.5964046846428548
691,1.5548049709861338
692,1.517960321996685
693,1.481116144955008
694,1.4432574848696125
695,1.3937861394714697
696,1.344314382008799
697,1.2948430619613696
698,1.242434507581168
699,1.1890375620389542
700,1.1356403155425836
701,1.0838264172486962
702,1.0342284393037453
703,0.9846306217712438
704,0.9350528420904275
705,0.8856901337056654
706,0.8363274865740388
707,0.7869648317670143
708,0.7390130148499725
709,0.6915162950537115
710,0.6440192055823862
711,0.5996307384117952
712,0.559408136096111
713,0.5191857327274002
714,0.4782815024134899
715,0.4311901602789113
716,0.3840993133701415
717,0.3370081953354526
718,0.3036095946204243
719,0.27425591740689864
720,0.24490208645725955
721,0.22040750908008197
722,0.20195926072163609
723,0.1835110662704891
724,0.16544176716032505
725,0.1501491245458866
726,0.13485632460649943
727,0.11956361102329867
728,0.11024857622465131
729,0.10247014775150426
730,0.09469193606337445
731,0.08701592305244298
732,0.0794543303693602
733,0.07189258323545233
734,0.06450599332753397
735,0.05812073926967185
736,0.05173576594784581
737,0.045350494593159
738,0.04413424639053619
739,0.0439982917525761
740,0.04386244333616527
741,0.044074994652782196
742,0.04462758179596979
743,0.045180222212603934
744,0.04511552958919721
745,0.042354756429401764
746,0.03959423063909537
747,0.03683321766875372
748,0.03689022062297506
749,0.03737857171617111
750,0.037866601775499616
751,0.02875264682088982
752,0.011758197179953618
753,-0.005236182643376126
754,-0.012422513141767485
755,0.012817804147130992
756,0.03805834785816289
757,0.0632985610527024
758,0.05463395670732711
759,0.04286876827201279
760,0.031103612587247927
761,0.02603561983769335
762,0.02540980978180792
763,0.02478394385651534
764,0.024203707731766184
765,0.023737209718909393
766,0.02327070976130915
767,0.022804441476049275
768,0.02225915055556045
769,0.021712080682401335
770,0.02116482306792556
771,0.021784978863442064
772,0.023000373273015566
773,0.024215794224484877
774,0.02813051281721353
775,0.03702179749323178
776,0.0459130602055298
777,0.053150864234993905
778,0.02257863006800628
779,-0.007993351516493752
780,-0.03856584145713956
781,-0.03312926077589911
782,-0.014594922002571795
783,0.0039394287011230225
784,0.015649464378258898
785,0.01815342002403067
786,0.020657535820661526
787,0.022682663066748474
788,0.021168731882897616
789,0.019655301428055657
790,0.018141862936240937
791,0.04530855978166958
792,0.07902816360297343
793,0.11274781707473548
794,0.11354426901755642
795,0.08269243912447048
796,0.05184056756746468
797,0.027983305823135705
798,0.030943874675058314
799,0.03390406470037506
800,0.036864296173202596
801,0.044423409912915886
802,0.052464955007279275
803,0.06050649298350444
804,0.05917278233516773
805,0.05170185895161833
806,0.04423060557688255
807,0.03828514306457933
808,0.035817455616497115
809,0.0333493707169487
810,0.030896340772786218
811,0.03065845608166435
812,0.030421140243428325
813,0.030183343454113633
814,0.030235469015981453
815,0.030406302662159265
816,0.03057713602564108
817,0.030143286725659933
818,0.028852317451998684
819,0.0275612916049873
820,0.02610324403165098
821,0.023411708670711347
822,0.020720767973467048
823,0.018029534615737006
824,0.015426700420543775
825,0.012842698387068181
826,0.010258835161609633
827,0.010601898107170339
828,0.01350208069785696
829,0.01640191508070516
830,0.017935447220258832
831,0.015209287099817632
832,0.012483169941244352
833,0.009756843418138716
834,0.00971698514872997
835,0.009808175961086671
836,0.009900102135222383
837,0.00470433047142603
838,-0.0031522197920081396
839,-0.01100899828302895
840,-0.013540174175894074
841,-0.007319822163690545
842,-0.0010997353401397305
843,0.0042417055770183395
844,0.0009819599331031639
845,-0.002277616604896527
846,-0.005537324595418455
847,-0.0028403818720614243
848,0.001267731465789495
849,0.00537601168966638
850,0.004893383550324175
851,0.00026698974160158686
852,-0.0043596761841621515
853,-0.008782666287572374
854,-0.012575644396043863
855,-0.016369150635151222
856,-0.020162236321767207
857,-0.015863379397645015
858,-0.011261601762351013
859,-0.006659561160500368
860,-0.003159260536249837
861,-0.00016514746062431786
862,0.002828679995002135
863,0.00407507260002865
864,0.002782840133957238
865,0.001490696636347616
866,8.02222115044018e-05
867,-0.0021093030287085658
868,-0.0042984658567373135
869,-0.006487495973293566
870,-0.008660077540563232
871,-0.010829194957592764
872,-0.012998603915762791
873,-0.009779434120323628
874,-0.002723092241901893
875,0.004333638888982226
876,0.013405207636252326
877,0.026911917271888006
878,0.04041879605843698
879,0.05277685056335992
880,0.03907400130790035
881,0.025371494509898108
882,0.011668688857265455
883,0.012017135674509908
884,0.016480702301333697
885,0.020944037247626803
886,0.029079047896959326
887,0.040794683527704816
888,0.05251073934476248
889,0.05789791037129147
890,0.04329816949977797
891,0.028698073169066966
892,0.014098378788632444
893,0.00901244922174413
894,0.00415860190533336
895,-0.0006956488574417295
896,0.005826089631335948
897,0.016916139113453847
898,0.028005509805061463
899,0.027520487932504754
900,0.013020600775138724
901,-0.001479573328895827
902,0.008932808578430628
903,0.1237344360501377
904,0.23853610371386486
905,0.35333745405071776
906,0.2623236138951496
907,0.1569033419210687
908,0.05148309769868449
909,-0.037584896004366646
910,-0.11888904919584926
911,-0.20019308790555737
912,-0.2164439168896245
913,-0.1440030603955905
914,-0.07156244374434916
915,-0.011278701401243124
916,-0.010440630077868496
917,-0.009602411295801354
918,-0.008764294763807969
919,-0.019801332351389683
920,-0.031898545074914665
921,-0.04399553410035637
922,-0.0393111181140723
923,-0.026283677000942123
924,-0.013256189774364994
925,-0.07354439711098518
926,-0.23530702581506072
927,-0.3970694589100435
928,-0.5036399088018361
929,-0.34564990793084566
930,-0.187659800586425
931,-0.029669708986053943
932,-0.019846238371523016
933,-0.02161824897932953
934,-0.023389793985840245
935,0.002451991340799798
936,0.04105570388567415
937,0.0796597353836274
938,0.0909977697610402
939,0.06792397900404967
940,0.044850372176863655
941,0.02408102515688383
942,0.012418303164184678
943,0.0007553874511060045
944,-0.010907284538283109
945,-0.0028119248007908515
946,0.006031952458409852
947,0.014876345522244504
948,0.017292686572182085
949,0.017292686572182085
